Company,Sector,PE,3Y High,3Y Low,% Assets
1. Aditya Birla Sun Life Arbitrage Fund
Hindalco Inds.,Metals,51.26,2.87,0.00,1.54
Bharat Forge,Automobile,20.85,2.70,0.00,1.52
ACC,Construction,15.79,1.76,0.31,1.48
Axis Bank,Financial,45.74,1.47,0.00,1.47
Reliance Industries,Energy,21.30,1.45,0.00,1.45
ICICI Lombard General Insurance,Financial,55.14,1.36,0.00,1.36
United Spirits,FMCG,58.08,2.38,0.55,1.36
22. Aditya Birla Sun Life Equity Fund - Direct Plan
ICICI Bank,Financial,54.53,9.76,0.00,9.76
HDFC Bank,Financial,29.02,9.67,4.51,9.67
Dr. Reddy's Lab,Healthcare,21.63,4.75,1.33,3.89
Bajaj Finance,Financial,47.90,3.21,1.13,3.21
Larsen & Toubro,Construction,21.94,3.14,0.00,3.14
Sun Pharmaceutical Inds.,Healthcare,32.01,3.81,0.00,3.12
Tech Mahindra,Technology,16.19,4.35,0.00,3.08
ITC,FMCG,23.98,4.59,1.48,3.03
Tata Chemicals,Chemicals,13.17,4.02,2.21,2.96
Infosys,Technology,17.89,4.08,0.91,2.75
Century Textiles & Inds.,Diversified,10.33,2.73,1.57,2.62
PVR,Services,52.70,2.67,0.00,2.53
State Bank of India,Financial,30.54,2.85,0.00,2.49
Tata Steel,Metals,4.79,3.96,0.74,2.35
HCL Technologies,Technology,14.96,3.68,1.10,2.23
Indusind Bank,Financial,22.01,3.30,1.84,2.21
Bharti Airtel,Communication,0.00,2.18,0.00,2.18
Aditya Birla SL Overnight Fund Direct-G,-,-,-,-,1.78
Hindalco Inds.,Metals,51.26,2.87,0.00,1.54
Bharat Forge,Automobile,20.85,2.70,0.00,1.52
ACC,Construction,15.79,1.76,0.31,1.48
Axis Bank,Financial,45.74,1.47,0.00,1.47
Reliance Industries,Energy,21.30,1.45,0.00,1.45
ICICI Lombard General Insurance,Financial,55.14,1.36,0.00,1.36
United Spirits,FMCG,58.08,2.38,0.55,1.36
23. Aditya Birla Sun Life Equity Hybrid '95 Fund
HDFC Bank,Financial,29.02,8.33,3.06,8.08
ICICI Bank,Financial,54.53,6.79,2.05,6.05
Infosys,Technology,17.89,4.34,1.92,4.22
Larsen & Toubro,Construction,21.94,2.81,0.46,2.81
ITC,FMCG,23.98,2.63,0.68,2.52
Reliance Industries,Energy,21.30,2.37,0.00,2.37
State Bank of India,Financial,30.54,3.11,0.28,2.29
Whirlpool,Cons Durable,64.25,2.03,0.29,2.03
Axis Bank,Financial,45.74,2.02,0.00,2.02
HDFC,Financial,34.47,1.85,0.00,1.85
Marico,FMCG,43.21,1.84,0.00,1.83
Indusind Bank,Financial,22.01,2.36,0.65,1.79
Kotak Mahindra Bank,Financial,37.73,1.63,0.81,1.52
Pfizer,Healthcare,33.57,1.39,0.51,1.39
Sun TV Network,Services,14.96,1.32,0.44,1.32
HCL Technologies,Technology,14.96,1.69,0.44,1.30
IRB InvIT Fund,Construction,-,1.65,0.00,1.26
Crompton Greaves Consumer Electricals,Cons Durable,39.74,1.12,0.36,1.12
Eris Lifesciences,Healthcare,19.19,1.82,0.00,1.06
Kansai Nerolac Paints,Chemicals,60.73,1.05,0.00,1.05
Bata India,FMCG,65.80,1.34,0.00,1.01
Tech Mahindra,Technology,16.19,1.57,0.05,1.01
Dabur India,FMCG,56.52,1.28,0.00,1.00
Alkem Laboratories,Healthcare,28.99,1.00,0.00,1.00
Ultratech Cement,Construction,38.39,0.93,0.00,0.93
24. Aditya Birla Sun Life Equity Hybrid '95 Fund - Direct Plan
HDFC Bank,Financial,29.02,8.33,3.06,8.08
ICICI Bank,Financial,54.53,6.79,2.05,6.05
Infosys,Technology,17.89,4.34,1.92,4.22
Larsen & Toubro,Construction,21.94,2.81,0.46,2.81
ITC,FMCG,23.98,2.63,0.68,2.52
Reliance Industries,Energy,21.30,2.37,0.00,2.37
State Bank of India,Financial,30.54,3.11,0.28,2.29
Whirlpool,Cons Durable,64.25,2.03,0.29,2.03
Axis Bank,Financial,45.74,2.02,0.00,2.02
HDFC,Financial,34.47,1.85,0.00,1.85
Marico,FMCG,43.21,1.84,0.00,1.83
Indusind Bank,Financial,22.01,2.36,0.65,1.79
Kotak Mahindra Bank,Financial,37.73,1.63,0.81,1.52
Pfizer,Healthcare,33.57,1.39,0.51,1.39
Sun TV Network,Services,14.96,1.32,0.44,1.32
HCL Technologies,Technology,14.96,1.69,0.44,1.30
IRB InvIT Fund,Construction,-,1.65,0.00,1.26
Crompton Greaves Consumer Electricals,Cons Durable,39.74,1.12,0.36,1.12
Eris Lifesciences,Healthcare,19.19,1.82,0.00,1.06
Kansai Nerolac Paints,Chemicals,60.73,1.05,0.00,1.05
Bata India,FMCG,65.80,1.34,0.00,1.01
Tech Mahindra,Technology,16.19,1.57,0.05,1.01
Dabur India,FMCG,56.52,1.28,0.00,1.00
Alkem Laboratories,Healthcare,28.99,1.00,0.00,1.00
Ultratech Cement,Construction,38.39,0.93,0.00,0.93
25. Aditya Birla Sun Life Equity Savings Fund - Direct Plan
ITC,FMCG,23.98,7.40,0.46,6.38
Adani Power,Engineering,0.00,6.56,0.00,4.41
HDFC Bank,Financial,29.02,4.35,0.28,4.35
Adani Enterprises,Services,16.87,3.56,0.00,3.56
JSW Steel,Metals,8.45,4.20,0.00,3.36
Sun Pharmaceutical Inds.,Healthcare,32.01,3.63,1.03,2.36
Pfizer,Healthcare,33.57,2.32,0.00,2.32
Bandhan Bank,Financial,30.83,2.21,0.00,2.21
Kotak Mahindra Bank,Financial,37.73,2.01,0.00,2.01
Punjab National Bank,Financial,0.00,2.15,0.00,1.93
Whirlpool,Cons Durable,64.25,1.89,0.06,1.89
State Bank of India,Financial,30.54,3.42,0.65,1.88
Bajaj Finance,Financial,47.90,1.84,0.56,1.84
Honeywell Automation,Engineering,67.34,1.70,0.00,1.70
ICICI Bank,Financial,54.53,4.68,0.00,1.59
Thermax,Engineering,39.86,1.46,0.00,1.46
Atul,Chemicals,26.68,1.44,0.00,1.44
Shree Cement,Construction,53.69,1.62,0.00,1.42
Hindalco Inds.,Metals,51.26,1.72,0.00,1.35
Axis Bank,Financial,45.74,4.79,0.00,1.30
MRF,Automobile,24.75,1.28,0.00,1.28
Jubilant FoodWorks,Services,62.08,1.24,0.00,1.24
Dalmia Bharat,Construction,36.40,1.64,0.00,1.22
Bajaj Electricals,Cons Durable,28.69,1.62,0.00,1.21
Marico,FMCG,43.21,1.62,0.00,1.20
26. Aditya Birla Sun Life Equity Savings Fund - Regular Plan
ITC,FMCG,23.98,7.40,0.46,6.38
Adani Power,Engineering,0.00,6.56,0.00,4.41
HDFC Bank,Financial,29.02,4.35,0.28,4.35
Adani Enterprises,Services,16.87,3.56,0.00,3.56
JSW Steel,Metals,8.45,4.20,0.00,3.36
Sun Pharmaceutical Inds.,Healthcare,32.01,3.63,1.03,2.36
Pfizer,Healthcare,33.57,2.32,0.00,2.32
Bandhan Bank,Financial,30.83,2.21,0.00,2.21
Kotak Mahindra Bank,Financial,37.73,2.01,0.00,2.01
Punjab National Bank,Financial,0.00,2.15,0.00,1.93
Whirlpool,Cons Durable,64.25,1.89,0.06,1.89
State Bank of India,Financial,30.54,3.42,0.65,1.88
Bajaj Finance,Financial,47.90,1.84,0.56,1.84
Honeywell Automation,Engineering,67.34,1.70,0.00,1.70
ICICI Bank,Financial,54.53,4.68,0.00,1.59
Thermax,Engineering,39.86,1.46,0.00,1.46
Atul,Chemicals,26.68,1.44,0.00,1.44
Shree Cement,Construction,53.69,1.62,0.00,1.42
Hindalco Inds.,Metals,51.26,1.72,0.00,1.35
Axis Bank,Financial,45.74,4.79,0.00,1.30
MRF,Automobile,24.75,1.28,0.00,1.28
Jubilant FoodWorks,Services,62.08,1.24,0.00,1.24
Dalmia Bharat,Construction,36.40,1.64,0.00,1.22
Bajaj Electricals,Cons Durable,28.69,1.62,0.00,1.21
Marico,FMCG,43.21,1.62,0.00,1.20
27. Aditya Birla Sun Life Financial Planning Fund FoF - Aggressive Plan
Aditya Birla Sun Life Equity Fund Direct-Growth,-,-,-,-,17.63
Aditya Birla SL Focused Equity Direct-G,-,-,-,-,17.43
Aditya Birla SL India GenNext Direct-G,-,-,-,-,14.37
Aditya Birla SL Small Cap Direct-G,-,-,-,-,13.90
Aditya Birla SL Credit Risk Direct-G,-,-,-,-,12.80
Aditya Birla SL Pharma & Healthcare Fund Direct-G,-,-,-,-,8.01
Aditya Birla SL Corporate Bond Direct-G,-,-,-,-,7.98
Aditya Birla SL Medium Term Direct Plan -Growth,-,-,-,-,5.87
Aditya Birla SL Money Manager Direct-G,-,-,-,-,1.07
28. Aditya Birla Sun Life Financial Planning Fund FoF - Aggressive Plan - Direct Plan
Aditya Birla Sun Life Equity Fund Direct-Growth,-,-,-,-,17.63
Aditya Birla SL Focused Equity Direct-G,-,-,-,-,17.43
Aditya Birla SL India GenNext Direct-G,-,-,-,-,14.37
Aditya Birla SL Small Cap Direct-G,-,-,-,-,13.90
Aditya Birla SL Credit Risk Direct-G,-,-,-,-,12.80
Aditya Birla SL Pharma & Healthcare Fund Direct-G,-,-,-,-,8.01
Aditya Birla SL Corporate Bond Direct-G,-,-,-,-,7.98
Aditya Birla SL Medium Term Direct Plan -Growth,-,-,-,-,5.87
Aditya Birla SL Money Manager Direct-G,-,-,-,-,1.07
29. Aditya Birla Sun Life Financial Planning Fund FoF - Conservative Plan
Aditya Birla SL Credit Risk Direct-G,-,-,-,-,27.08
Aditya Birla SL Medium Term Direct Plan -Growth,-,-,-,-,15.51
Aditya Birla SL Corporate Bond Direct-G,-,-,-,-,14.75
Aditya Birla Sun Life Equity Fund Direct-Growth,-,-,-,-,8.54
Aditya Birla SL Focused Equity Direct-G,-,-,-,-,8.43
Aditya Birla SL Money Manager Direct-G,-,-,-,-,6.83
Aditya Birla SL Small Cap Direct-G,-,-,-,-,6.73
Aditya Birla SL India GenNext Direct-G,-,-,-,-,5.38
Aditya Birla SL Pharma & Healthcare Fund Direct-G,-,-,-,-,3.86
30. Aditya Birla Sun Life Financial Planning Fund FoF - Conservative Plan - Direct Plan
Aditya Birla SL Credit Risk Direct-G,-,-,-,-,27.08
Aditya Birla SL Medium Term Direct Plan -Growth,-,-,-,-,15.51
Aditya Birla SL Corporate Bond Direct-G,-,-,-,-,14.75
Aditya Birla Sun Life Equity Fund Direct-Growth,-,-,-,-,8.54
Aditya Birla SL Focused Equity Direct-G,-,-,-,-,8.43
Aditya Birla SL Money Manager Direct-G,-,-,-,-,6.83
Aditya Birla SL Small Cap Direct-G,-,-,-,-,6.73
Aditya Birla SL India GenNext Direct-G,-,-,-,-,5.38
Aditya Birla SL Pharma & Healthcare Fund Direct-G,-,-,-,-,3.86
31. Aditya Birla Sun Life Financial Planning Fund FoF - Prudent Plan
Aditya Birla SL Credit Risk Direct-G,-,-,-,-,18.94
Aditya Birla SL Focused Equity Direct-G,-,-,-,-,14.39
Aditya Birla Sun Life Equity Fund Direct-Growth,-,-,-,-,12.67
Aditya Birla SL Corporate Bond Direct-G,-,-,-,-,12.45
Aditya Birla SL Medium Term Direct Plan -Growth,-,-,-,-,11.59
Aditya Birla SL India GenNext Direct-G,-,-,-,-,10.36
Aditya Birla SL Small Cap Direct-G,-,-,-,-,9.94
Aditya Birla SL Pharma & Healthcare Fund Direct-G,-,-,-,-,5.20
Aditya Birla SL Money Manager Direct-G,-,-,-,-,2.35
32. Aditya Birla Sun Life Financial Planning Fund FoF - Prudent Plan - Direct Plan
Aditya Birla SL Credit Risk Direct-G,-,-,-,-,18.94
Aditya Birla SL Focused Equity Direct-G,-,-,-,-,14.39
Aditya Birla Sun Life Equity Fund Direct-Growth,-,-,-,-,12.67
Aditya Birla SL Corporate Bond Direct-G,-,-,-,-,12.45
Aditya Birla SL Medium Term Direct Plan -Growth,-,-,-,-,11.59
Aditya Birla SL India GenNext Direct-G,-,-,-,-,10.36
Aditya Birla SL Small Cap Direct-G,-,-,-,-,9.94
Aditya Birla SL Pharma & Healthcare Fund Direct-G,-,-,-,-,5.20
Aditya Birla SL Money Manager Direct-G,-,-,-,-,2.35
33. Aditya Birla Sun Life Focused Equity Fund
HDFC Bank,Financial,29.02,10.52,4.86,10.24
ICICI Bank,Financial,54.53,9.41,3.93,8.58
Larsen & Toubro,Construction,21.94,5.63,0.92,5.63
Infosys,Technology,17.89,6.80,3.04,5.44
HDFC,Financial,34.47,6.61,1.65,5.36
ITC,FMCG,23.98,6.51,3.37,5.34
Reliance Industries,Energy,21.30,5.27,1.17,4.73
NTPC,Energy,10.17,4.19,0.83,3.90
Axis Bank,Financial,45.74,3.69,0.00,3.69
State Bank of India,Financial,30.54,5.74,0.00,3.62
Alkem Laboratories,Healthcare,28.99,3.31,0.00,3.31
Crompton Greaves Consumer Electricals,Cons Durable,39.74,3.12,1.19,3.12
HCL Technologies,Technology,14.96,3.79,1.72,2.97
Sun TV Network,Services,14.96,3.06,0.00,2.73
Indusind Bank,Financial,22.01,3.47,0.00,2.58
Grasim Industries,Construction,25.99,3.24,0.97,2.55
Kotak Mahindra Bank,Financial,37.73,3.72,0.00,2.47
Sun Pharmaceutical Inds.,Healthcare,32.01,2.96,0.00,2.36
ICICI Lombard General Insurance,Financial,55.14,2.24,0.00,2.24
Dabur India,FMCG,56.52,3.38,0.00,2.17
Bharti Airtel,Communication,0.00,2.09,0.00,2.09
SBI Life Insurance Company,Financial,80.40,3.58,0.00,2.05
M&M Financial Services,Financial,17.12,3.11,0.00,1.85
Tech Mahindra,Technology,16.19,2.72,0.71,1.82
NMDC,Metals,6.94,2.83,0.00,1.64
34. Aditya Birla Sun Life Focused Equity Fund - Direct Plan
HDFC Bank,Financial,29.02,10.52,4.86,10.24
ICICI Bank,Financial,54.53,9.41,3.93,8.58
Larsen & Toubro,Construction,21.94,5.63,0.92,5.63
Infosys,Technology,17.89,6.80,3.04,5.44
HDFC,Financial,34.47,6.61,1.65,5.36
ITC,FMCG,23.98,6.51,3.37,5.34
Reliance Industries,Energy,21.30,5.27,1.17,4.73
NTPC,Energy,10.17,4.19,0.83,3.90
Axis Bank,Financial,45.74,3.69,0.00,3.69
State Bank of India,Financial,30.54,5.74,0.00,3.62
Alkem Laboratories,Healthcare,28.99,3.31,0.00,3.31
Crompton Greaves Consumer Electricals,Cons Durable,39.74,3.12,1.19,3.12
HCL Technologies,Technology,14.96,3.79,1.72,2.97
Sun TV Network,Services,14.96,3.06,0.00,2.73
Indusind Bank,Financial,22.01,3.47,0.00,2.58
Grasim Industries,Construction,25.99,3.24,0.97,2.55
Kotak Mahindra Bank,Financial,37.73,3.72,0.00,2.47
Sun Pharmaceutical Inds.,Healthcare,32.01,2.96,0.00,2.36
ICICI Lombard General Insurance,Financial,55.14,2.24,0.00,2.24
Dabur India,FMCG,56.52,3.38,0.00,2.17
Bharti Airtel,Communication,0.00,2.09,0.00,2.09
SBI Life Insurance Company,Financial,80.40,3.58,0.00,2.05
M&M Financial Services,Financial,17.12,3.11,0.00,1.85
Tech Mahindra,Technology,16.19,2.72,0.71,1.82
NMDC,Metals,6.94,2.83,0.00,1.64
35. Aditya Birla Sun Life Frontline Equity Fund
HDFC Bank,Financial,29.02,10.49,4.33,10.29
ICICI Bank,Financial,54.53,8.69,3.59,8.44
Infosys,Technology,17.89,6.13,3.59,5.89
Reliance Industries,Energy,21.30,4.87,1.06,4.87
Larsen & Toubro,Construction,21.94,4.35,1.88,4.35
ITC,FMCG,23.98,5.04,3.31,3.84
HDFC,Financial,34.47,4.32,1.86,3.83
State Bank of India,Financial,30.54,4.47,1.50,3.37
Axis Bank,Financial,45.74,2.61,0.37,2.61
HCL Technologies,Technology,14.96,2.59,1.81,2.34
NTPC,Energy,10.17,2.49,1.24,2.34
Indusind Bank,Financial,22.01,2.66,1.65,1.98
Kotak Mahindra Bank,Financial,37.73,2.82,1.11,1.92
Tech Mahindra,Technology,16.19,2.35,1.03,1.78
ACC,Construction,15.79,1.63,0.11,1.63
Bajaj Finance,Financial,47.90,2.57,1.12,1.62
Bharti Airtel,Communication,0.00,1.83,0.00,1.51
Crompton Greaves Consumer Electricals,Cons Durable,39.74,1.96,1.23,1.47
ICICI Prudential Life Insurance Co. Ltd.,Financial,60.75,1.45,0.00,1.45
Indian Oil Corp.,Energy,9.78,2.57,0.58,1.26
Dabur India,FMCG,56.52,1.30,0.00,1.26
Sanofi India,Healthcare,36.35,1.50,0.76,1.26
Hindalco Inds.,Metals,51.26,2.51,0.11,1.20
Hindustan Unilever,FMCG,69.35,1.68,1.13,1.15
Coal India,Energy,7.07,1.32,0.00,1.13
36. Aditya Birla Sun Life Frontline Equity Fund - Direct Plan
HDFC Bank,Financial,29.02,10.49,4.33,10.29
ICICI Bank,Financial,54.53,8.69,3.59,8.44
Infosys,Technology,17.89,6.13,3.59,5.89
Reliance Industries,Energy,21.30,4.87,1.06,4.87
Larsen & Toubro,Construction,21.94,4.35,1.88,4.35
ITC,FMCG,23.98,5.04,3.31,3.84
HDFC,Financial,34.47,4.32,1.86,3.83
State Bank of India,Financial,30.54,4.47,1.50,3.37
Axis Bank,Financial,45.74,2.61,0.37,2.61
HCL Technologies,Technology,14.96,2.59,1.81,2.34
NTPC,Energy,10.17,2.49,1.24,2.34
Indusind Bank,Financial,22.01,2.66,1.65,1.98
Kotak Mahindra Bank,Financial,37.73,2.82,1.11,1.92
Tech Mahindra,Technology,16.19,2.35,1.03,1.78
ACC,Construction,15.79,1.63,0.11,1.63
Bajaj Finance,Financial,47.90,2.57,1.12,1.62
Bharti Airtel,Communication,0.00,1.83,0.00,1.51
Crompton Greaves Consumer Electricals,Cons Durable,39.74,1.96,1.23,1.47
ICICI Prudential Life Insurance Co. Ltd.,Financial,60.75,1.45,0.00,1.45
Indian Oil Corp.,Energy,9.78,2.57,0.58,1.26
Dabur India,FMCG,56.52,1.30,0.00,1.26
Sanofi India,Healthcare,36.35,1.50,0.76,1.26
Hindalco Inds.,Metals,51.26,2.51,0.11,1.20
Hindustan Unilever,FMCG,69.35,1.68,1.13,1.15
Coal India,Energy,7.07,1.32,0.00,1.13
37. Aditya Birla Sun Life Global Emerging Opportunities Fund
Julius Baer Equity Next Generation,-,-,-,-,97.51
38. Aditya Birla Sun Life Global Emerging Opportunities Fund - Direct Plan
Julius Baer Equity Next Generation,-,-,-,-,97.51
39. Aditya Birla Sun Life Global Real Estate Fund - Direct Plan
ING Global Real Estate,-,-,-,-,97.20
40. Aditya Birla Sun Life Global Real Estate Fund - Retail Plan
ING Global Real Estate,-,-,-,-,97.20
41. Aditya Birla Sun Life Index Fund
HDFC Bank,Financial,29.02,9.70,5.76,9.31
Reliance Industries,Energy,21.30,9.30,3.98,8.02
HDFC,Financial,34.47,7.05,4.86,5.98
Infosys,Technology,17.89,5.82,3.58,5.38
ICICI Bank,Financial,54.53,5.29,3.35,4.92
ITC,FMCG,23.98,5.46,3.92,3.92
Tata Consultancy Services,Technology,23.92,4.63,2.49,3.88
Kotak Mahindra Bank,Financial,37.73,3.92,1.83,3.86
Larsen & Toubro,Construction,21.94,3.63,2.73,3.20
Hindustan Unilever,FMCG,69.35,2.54,1.39,2.49
Axis Bank,Financial,45.74,2.67,1.70,2.46
State Bank of India,Financial,30.54,2.73,1.83,1.83
Bajaj Finance,Financial,47.90,1.69,0.00,1.69
Maruti Suzuki India,Automobile,31.85,2.62,1.40,1.57
Asian Paints,Chemicals,65.76,1.40,0.96,1.40
Indusind Bank,Financial,22.01,2.10,1.25,1.25
Bharti Airtel,Communication,0.00,1.39,0.76,1.22
Nestle India,FMCG,86.20,1.05,0.00,1.05
HCL Technologies,Technology,14.96,1.30,0.94,1.03
Titan Company,Cons Durable,84.02,1.04,0.00,0.93
Bajaj Finserv,Financial,34.76,0.96,0.00,0.90
NTPC,Energy,10.17,1.14,0.78,0.90
Mahindra & Mahindra,Automobile,12.54,1.81,0.90,0.90
Power Grid Corporation,Energy,6.96,1.10,0.75,0.82
Ultratech Cement,Construction,38.39,0.97,0.69,0.80
42. Aditya Birla Sun Life Index Fund - Direct Plan
HDFC Bank,Financial,29.02,9.70,5.76,9.31
Reliance Industries,Energy,21.30,9.30,3.98,8.02
HDFC,Financial,34.47,7.05,4.86,5.98
Infosys,Technology,17.89,5.82,3.58,5.38
ICICI Bank,Financial,54.53,5.29,3.35,4.92
ITC,FMCG,23.98,5.46,3.92,3.92
Tata Consultancy Services,Technology,23.92,4.63,2.49,3.88
Kotak Mahindra Bank,Financial,37.73,3.92,1.83,3.86
Larsen & Toubro,Construction,21.94,3.63,2.73,3.20
Hindustan Unilever,FMCG,69.35,2.54,1.39,2.49
Axis Bank,Financial,45.74,2.67,1.70,2.46
State Bank of India,Financial,30.54,2.73,1.83,1.83
Bajaj Finance,Financial,47.90,1.69,0.00,1.69
Maruti Suzuki India,Automobile,31.85,2.62,1.40,1.57
Asian Paints,Chemicals,65.76,1.40,0.96,1.40
Indusind Bank,Financial,22.01,2.10,1.25,1.25
Bharti Airtel,Communication,0.00,1.39,0.76,1.22
Nestle India,FMCG,86.20,1.05,0.00,1.05
HCL Technologies,Technology,14.96,1.30,0.94,1.03
Titan Company,Cons Durable,84.02,1.04,0.00,0.93
Bajaj Finserv,Financial,34.76,0.96,0.00,0.90
NTPC,Energy,10.17,1.14,0.78,0.90
Mahindra & Mahindra,Automobile,12.54,1.81,0.90,0.90
Power Grid Corporation,Energy,6.96,1.10,0.75,0.82
Ultratech Cement,Construction,38.39,0.97,0.69,0.80
43. Aditya Birla Sun Life India GenNext Fund
ICICI Bank,Financial,54.53,7.18,0.00,6.52
HDFC Bank,Financial,29.02,7.74,4.83,6.49
ITC,FMCG,23.98,5.66,3.00,5.34
HDFC,Financial,34.47,4.74,2.19,2.99
Colgate-Palmolive,FMCG,56.36,2.91,0.00,2.91
Kotak Mahindra Bank,Financial,37.73,3.31,2.48,2.79
Axis Bank,Financial,45.74,2.47,0.00,2.47
Britannia Inds.,FMCG,68.67,2.75,1.83,2.47
Whirlpool,Cons Durable,64.25,2.51,1.51,2.31
Bajaj Finserv,Financial,34.76,2.20,0.00,2.20
Asian Paints,Chemicals,65.76,2.51,0.44,1.85
Bajaj Finance,Financial,47.90,2.33,0.93,1.70
Marico,FMCG,43.21,2.13,0.00,1.69
Voltas,Cons Durable,47.68,1.99,1.33,1.66
Nestle India,FMCG,86.20,2.71,0.99,1.63
Apollo Hospitals,Healthcare,65.95,2.57,0.00,1.63
United Spirits,FMCG,58.08,2.42,1.05,1.61
ICICI Prudential Life Insurance Co. Ltd.,Financial,60.75,2.40,1.16,1.61
Century Textiles & Inds.,Diversified,10.33,3.88,1.45,1.52
Sun Pharmaceutical Inds.,Healthcare,32.01,2.32,0.00,1.50
Tata Global Beverages,FMCG,42.65,1.46,0.00,1.46
ACC,Construction,15.79,2.07,0.78,1.42
Titan Company,Cons Durable,84.02,2.17,0.55,1.42
Maruti Suzuki India,Automobile,31.85,5.14,1.41,1.41
Indusind Bank,Financial,22.01,3.96,1.06,1.39
44. Aditya Birla Sun Life India GenNext Fund - Direct Plan
ICICI Bank,Financial,54.53,7.18,0.00,6.52
HDFC Bank,Financial,29.02,7.74,4.83,6.49
ITC,FMCG,23.98,5.66,3.00,5.34
HDFC,Financial,34.47,4.74,2.19,2.99
Colgate-Palmolive,FMCG,56.36,2.91,0.00,2.91
Kotak Mahindra Bank,Financial,37.73,3.31,2.48,2.79
Axis Bank,Financial,45.74,2.47,0.00,2.47
Britannia Inds.,FMCG,68.67,2.75,1.83,2.47
Whirlpool,Cons Durable,64.25,2.51,1.51,2.31
Bajaj Finserv,Financial,34.76,2.20,0.00,2.20
Asian Paints,Chemicals,65.76,2.51,0.44,1.85
Bajaj Finance,Financial,47.90,2.33,0.93,1.70
Marico,FMCG,43.21,2.13,0.00,1.69
Voltas,Cons Durable,47.68,1.99,1.33,1.66
Nestle India,FMCG,86.20,2.71,0.99,1.63
Apollo Hospitals,Healthcare,65.95,2.57,0.00,1.63
United Spirits,FMCG,58.08,2.42,1.05,1.61
ICICI Prudential Life Insurance Co. Ltd.,Financial,60.75,2.40,1.16,1.61
Century Textiles & Inds.,Diversified,10.33,3.88,1.45,1.52
Sun Pharmaceutical Inds.,Healthcare,32.01,2.32,0.00,1.50
Tata Global Beverages,FMCG,42.65,1.46,0.00,1.46
ACC,Construction,15.79,2.07,0.78,1.42
Titan Company,Cons Durable,84.02,2.17,0.55,1.42
Maruti Suzuki India,Automobile,31.85,5.14,1.41,1.41
Indusind Bank,Financial,22.01,3.96,1.06,1.39
45. Aditya Birla Sun Life Infrastructure Fund
Honeywell Automation,Engineering,67.34,7.79,3.34,7.07
Larsen & Toubro,Construction,21.94,5.13,0.00,5.13
Bharat Electronics,Engineering,14.27,5.09,0.00,5.09
NTPC,Energy,10.17,4.70,0.00,4.32
Coal India,Energy,7.07,4.23,0.00,4.23
PNC Infratech,Services,13.70,4.41,0.00,4.22
Ultratech Cement,Construction,38.39,4.04,0.00,4.04
Carborundum Universal,Metals,23.67,5.18,1.35,3.55
NCC,Construction,6.05,3.10,0.00,3.10
HDFC Bank,Financial,29.02,5.57,0.65,3.09
Grasim Industries,Construction,25.99,3.17,0.00,2.74
Orient Refractories Ltd.,Construction,29.30,2.76,1.58,2.73
Indraprastha Gas,Energy,30.96,4.42,2.32,2.71
KEC International,Engineering,14.04,2.83,1.17,2.54
Engineers India,Construction,16.81,2.46,0.00,2.46
Dalmia Bharat,Construction,36.40,2.86,0.00,2.30
HG Infra Engineering,Construction,9.13,2.35,0.00,2.29
Hindalco Inds.,Metals,51.26,4.04,0.00,2.23
Mahanagar Gas,Energy,16.18,2.71,1.66,2.09
Wabco India,Automobile,44.85,3.68,1.58,2.03
NMDC,Metals,6.94,2.63,0.00,1.94
Century Textiles & Inds.,Diversified,10.33,1.93,0.00,1.93
KNR Constructions,Construction,13.59,2.21,0.00,1.93
Ashoka Buildcon,Construction,10.55,2.99,1.55,1.89
Greaves Cotton,Engineering,19.24,2.56,1.20,1.73
46. Aditya Birla Sun Life Infrastructure Fund - Direct Plan
Honeywell Automation,Engineering,67.34,7.79,3.34,7.07
Larsen & Toubro,Construction,21.94,5.13,0.00,5.13
Bharat Electronics,Engineering,14.27,5.09,0.00,5.09
NTPC,Energy,10.17,4.70,0.00,4.32
Coal India,Energy,7.07,4.23,0.00,4.23
PNC Infratech,Services,13.70,4.41,0.00,4.22
Ultratech Cement,Construction,38.39,4.04,0.00,4.04
Carborundum Universal,Metals,23.67,5.18,1.35,3.55
NCC,Construction,6.05,3.10,0.00,3.10
HDFC Bank,Financial,29.02,5.57,0.65,3.09
Grasim Industries,Construction,25.99,3.17,0.00,2.74
Orient Refractories Ltd.,Construction,29.30,2.76,1.58,2.73
Indraprastha Gas,Energy,30.96,4.42,2.32,2.71
KEC International,Engineering,14.04,2.83,1.17,2.54
Engineers India,Construction,16.81,2.46,0.00,2.46
Dalmia Bharat,Construction,36.40,2.86,0.00,2.30
HG Infra Engineering,Construction,9.13,2.35,0.00,2.29
Hindalco Inds.,Metals,51.26,4.04,0.00,2.23
Mahanagar Gas,Energy,16.18,2.71,1.66,2.09
Wabco India,Automobile,44.85,3.68,1.58,2.03
NMDC,Metals,6.94,2.63,0.00,1.94
Century Textiles & Inds.,Diversified,10.33,1.93,0.00,1.93
KNR Constructions,Construction,13.59,2.21,0.00,1.93
Ashoka Buildcon,Construction,10.55,2.99,1.55,1.89
