Company,Sector,PE,3Y High,3Y Low,% Assets
1. Aditya Birla Sun Life Arbitrage Fund
Petronet LNG,Energy,15.92,3.83,0.00,2.56
MRF,Automobile,24.95,2.58,0.00,2.52
Dabur India,FMCG,55.52,3.05,0.00,2.45
NCC,Construction,6.45,3.47,0.00,2.40
HDFC,Financial,34.52,2.40,0.00,2.40
Tata Power,Energy,23.99,2.33,0.00,2.33
Lupin,Healthcare,49.04,2.63,0.00,2.16
Colgate-Palmolive,FMCG,51.97,2.06,0.00,2.06
NTPC,Energy,10.22,2.05,0.00,1.92
KEC International,Engineering,14.03,1.82,0.00,1.82
Larsen & Toubro,Construction,21.55,1.79,0.00,1.79
LIC Housing Fin.,Financial,8.06,1.75,0.00,1.75
Deepak Nitrite,Chemicals,12.41,2.79,0.00,1.73
Engineers India,Construction,18.80,1.70,0.00,1.70
Dalmia Bharat,Construction,36.56,2.10,0.00,1.65
KPR Mills,Textiles,12.83,3.26,0.97,1.63
Cipla,Healthcare,24.32,1.58,0.00,1.58
ITC,FMCG,23.12,2.22,0.00,1.58
Marico,FMCG,39.73,1.57,0.00,1.57
Ultratech Cement,Construction,37.38,1.48,0.00,1.48
PTC India,Energy,5.83,2.37,0.00,1.46
34. Aditya Birla Sun Life Regular Savings Fund
Aditya Birla SL Overnight Fund Direct-G,-,-,-,-,5.02
Bajaj Finance,Financial,47.80,1.96,0.94,1.96
Reliance Industries,Energy,22.00,1.83,0.00,1.71
HDFC Bank,Financial,29.03,1.58,0.00,1.58
Axis Bank,Financial,47.47,1.30,0.00,1.19
IRB InvIT Fund,Construction,-,1.40,0.00,1.15
Natco Pharma,Healthcare,17.58,1.89,0.92,1.14
Voltas,Cons Durable,47.05,1.17,0.45,1.08
ICICI Bank,Financial,58.12,1.07,0.00,1.07
Honeywell Automation,Engineering,62.19,1.04,0.00,1.04
Kotak Mahindra Bank,Financial,36.71,0.99,0.00,0.99
Bandhan Bank,Financial,36.30,0.95,0.00,0.89
Dalmia Bharat,Construction,36.56,0.98,0.00,0.77
HDFC Life Insurance,Financial,91.96,0.76,0.00,0.76
V-Mart Retail,Services,89.97,0.86,0.23,0.74
Aditya Birla Fashion and Retail,Services,48.39,0.71,0.00,0.71
ICICI Lombard General Insurance,Financial,56.24,0.94,0.00,0.67
V-Guard Industries,Cons Durable,57.93,0.66,0.39,0.65
Metropolis Healthcare,Healthcare,59.69,0.77,0.00,0.64
The Ramco Cements,Construction,30.11,0.63,0.00,0.63
HDFC,Financial,34.52,0.97,0.00,0.60
MRF,Automobile,24.95,0.55,0.19,0.50
Shree Cement,Construction,53.83,0.51,0.00,0.47
L&T Infotech,Technology,19.92,0.51,0.00,0.45
Repco Home Finance Ltd.,Financial,8.14,1.46,0.38,0.41
35. Aditya Birla Sun Life Resurgent India Fund - Series 1 - Regular Plan
Reliance Industries,Energy,22.00,6.88,0.00,6.88
Bajaj Finance,Financial,47.80,6.43,1.55,6.43
Voltas,Cons Durable,47.05,5.97,3.02,5.94
HDFC Bank,Financial,29.03,5.31,3.68,5.31
Bajaj Finserv,Financial,35.75,10.21,3.44,4.25
ICICI Bank,Financial,58.12,4.00,0.00,3.79
V-Guard Industries,Cons Durable,57.93,4.23,2.26,3.79
Berger Paints India,Chemicals,91.51,3.62,1.70,3.62
Natco Pharma,Healthcare,17.58,4.89,1.99,3.42
Indusind Bank,Financial,22.97,4.47,2.91,3.34
Kalpataru Power Trans,Construction,16.42,7.39,2.97,3.07
Axis Bank,Financial,47.47,3.53,0.00,3.05
Tata Global Beverages,FMCG,49.94,2.47,0.00,2.47
Kotak Mahindra Bank,Financial,36.71,2.46,0.00,2.46
UPL,Chemicals,40.30,2.57,1.56,2.41
Shriram Transport Finance,Financial,9.33,4.06,2.24,2.33
Bandhan Bank,Financial,36.30,2.72,0.00,2.25
Quess Corp,Financial,28.89,3.49,0.00,2.25
Maruti Suzuki India,Automobile,37.85,5.19,1.96,2.24
MRF,Automobile,24.95,2.11,0.00,2.11
KPR Mills,Textiles,12.83,2.35,1.63,1.63
Aditya Birla Fashion and Retail,Services,48.39,1.82,0.00,1.60
Titan Company,Cons Durable,80.30,1.64,0.00,1.59
VA Tech Wabag,Engineering,11.35,5.74,1.57,1.57
TVS Motor Co.,Automobile,31.43,2.09,1.25,1.41
36. Aditya Birla Sun Life Resurgent India Fund - Series 2 - Regular Plan
Reliance Industries,Energy,22.00,8.24,0.00,8.24
Indusind Bank,Financial,22.97,9.25,0.00,7.14
Voltas,Cons Durable,47.05,7.01,0.00,7.01
Bajaj Finance,Financial,47.80,6.68,0.00,6.68
ICICI Bank,Financial,58.12,6.26,0.00,6.04
Bajaj Finserv,Financial,35.75,6.73,0.00,3.86
Natco Pharma,Healthcare,17.58,5.08,0.00,3.63
State Bank of India,Financial,27.65,4.37,0.00,3.35
V-Guard Industries,Cons Durable,57.93,3.56,0.00,3.25
Shree Cement,Construction,53.83,2.97,0.00,2.63
Kotak Mahindra Bank,Financial,36.71,2.54,0.00,2.54
Bandhan Bank,Financial,36.30,3.03,0.00,2.54
Maruti Suzuki India,Automobile,37.85,10.36,0.00,2.42
Tata Global Beverages,FMCG,49.94,2.39,0.00,2.39
UPL,Chemicals,40.30,2.46,0.00,2.34
Axis Bank,Financial,47.47,2.69,0.00,2.33
Larsen & Toubro,Construction,21.55,2.35,0.00,2.28
Quess Corp,Financial,28.89,3.08,0.00,2.01
MRF,Automobile,24.95,1.96,0.00,1.96
Aditya Birla Fashion and Retail,Services,48.39,1.83,0.00,1.63
Titan Company,Cons Durable,80.30,1.61,0.00,1.58
Berger Paints India,Chemicals,91.51,1.57,0.00,1.57
KPR Mills,Textiles,12.83,2.28,0.00,1.55
Jubilant FoodWorks,Services,64.76,1.43,0.00,1.40
Emami,FMCG,47.06,2.27,0.00,1.31
37. Aditya Birla Sun Life Resurgent India Fund - Series 3 - Regular Plan
ICICI Bank,Financial,58.12,7.19,0.00,6.87
Reliance Industries,Energy,22.00,5.05,0.00,5.05
HDFC Bank,Financial,29.03,3.88,0.00,3.88
Colgate-Palmolive,FMCG,51.97,3.17,1.25,3.17
Dabur India,FMCG,55.52,4.02,0.00,3.11
City Union Bank,Financial,22.15,2.93,1.57,2.93
Kajaria Ceramics,Construction,32.64,3.04,0.60,2.78
MRF,Automobile,24.95,2.93,1.42,2.60
Axis Bank,Financial,47.47,2.98,0.00,2.60
Bata India,FMCG,64.35,2.74,0.00,2.59
Bajaj Finance,Financial,47.80,4.07,0.00,2.56
Kansai Nerolac Paints,Chemicals,52.99,2.49,0.00,2.49
Relaxo Footwears,FMCG,64.08,2.75,0.00,2.38
Jyothy Labs,FMCG,31.11,2.90,0.00,2.37
Muthoot Capital Services,Financial,10.92,4.17,0.00,2.00
Cholamandalam Invest. & Fin.,Financial,20.14,2.58,1.48,1.95
Shopper's Stop,Services,63.32,3.21,1.80,1.91
Carborundum Universal,Metals,26.06,2.40,0.00,1.86
Akzo Nobel India,Chemicals,42.24,1.85,0.00,1.85
DCB Bank,Financial,15.96,2.13,0.00,1.80
Indusind Bank,Financial,22.97,2.30,0.00,1.75
Marico,FMCG,39.73,1.84,0.00,1.74
Gruh Finance,Financial,52.02,1.92,0.00,1.70
Gulf Oil Lubricants India,Energy,23.87,1.76,1.00,1.60
Gujarat State Petronet,Energy,14.06,1.69,0.00,1.57
38. Aditya Birla Sun Life Resurgent India Fund - Series 4 - Regular Plan
ICICI Bank,Financial,58.12,7.14,2.58,6.63
Reliance Industries,Energy,22.00,4.40,0.00,4.33
HDFC Bank,Financial,29.03,3.29,0.00,3.29
Colgate-Palmolive,FMCG,51.97,2.95,1.32,2.95
City Union Bank,Financial,22.15,2.77,1.72,2.75
Bata India,FMCG,64.35,3.14,1.15,2.71
Asian Paints,Chemicals,65.46,2.70,1.37,2.70
Dabur India,FMCG,55.52,3.20,2.21,2.55
Bajaj Finance,Financial,47.80,3.41,0.00,2.48
Jyothy Labs,FMCG,31.11,2.90,1.13,2.29
Marico,FMCG,39.73,2.27,0.00,2.11
Kajaria Ceramics,Construction,32.64,2.37,1.26,2.10
Muthoot Capital Services,Financial,10.92,4.39,0.00,2.06
Cholamandalam Invest. & Fin.,Financial,20.14,2.59,1.51,2.06
ACC,Construction,15.78,1.97,0.98,1.84
Shopper's Stop,Services,63.32,2.43,0.00,1.80
Carborundum Universal,Metals,26.06,2.36,0.00,1.75
Whirlpool,Cons Durable,65.40,2.74,0.94,1.62
Indusind Bank,Financial,22.97,2.27,1.59,1.59
Tata Global Beverages,FMCG,49.94,1.73,1.00,1.58
Security and Intelligence Services,Services,23.61,2.14,1.29,1.55
Gruh Finance,Financial,52.02,1.83,0.00,1.54
MRF,Automobile,24.95,1.71,0.00,1.45
Gillette,FMCG,102.45,1.51,0.00,1.36
Akzo Nobel India,Chemicals,42.24,1.86,0.00,1.34
39. Aditya Birla Sun Life Resurgent India Fund - Series 5 - Regular Plan
ICICI Bank,Financial,58.12,7.15,2.29,6.59
Reliance Industries,Energy,22.00,4.64,0.00,4.56
HDFC Bank,Financial,29.03,3.73,0.00,3.73
Bata India,FMCG,64.35,4.34,0.00,3.46
Asian Paints,Chemicals,65.46,2.74,1.33,2.74
Whirlpool,Cons Durable,65.40,2.72,0.00,2.72
Dabur India,FMCG,55.52,3.42,1.24,2.72
Axis Bank,Financial,47.47,2.60,0.00,2.60
Kajaria Ceramics,Construction,32.64,2.86,0.36,2.49
Bajaj Finance,Financial,47.80,3.67,0.94,2.46
MRF,Automobile,24.95,2.88,1.23,2.40
HDFC,Financial,34.52,3.62,0.00,2.19
Cholamandalam Invest. & Fin.,Financial,20.14,2.50,1.12,2.05
Jyothy Labs,FMCG,31.11,2.38,0.15,1.87
Muthoot Capital Services,Financial,10.92,3.86,0.00,1.82
ACC,Construction,15.78,1.94,0.98,1.80
Carborundum Universal,Metals,26.06,2.39,1.51,1.74
Colgate-Palmolive,FMCG,51.97,1.71,0.00,1.71
City Union Bank,Financial,22.15,1.62,0.39,1.60
Indusind Bank,Financial,22.97,2.60,1.58,1.58
State Bank of India,Financial,27.65,2.10,0.00,1.54
Gruh Finance,Financial,52.02,1.85,0.00,1.53
Marico,FMCG,39.73,1.61,0.00,1.50
Grasim Industries,Construction,27.06,1.77,0.00,1.39
Century Textiles & Inds.,Diversified,9.51,2.09,1.22,1.38
40. Aditya Birla Sun Life Resurgent India Fund - Series 6 - Regular Plan
Dabur India,FMCG,55.52,6.82,1.28,6.41
Bata India,FMCG,64.35,6.33,2.44,5.02
Asian Paints,Chemicals,65.46,5.15,0.00,5.02
Colgate-Palmolive,FMCG,51.97,4.61,2.78,4.61
MRF,Automobile,24.95,4.45,0.00,4.45
Finolex Industries,Chemicals,23.43,3.89,1.90,3.89
Ultratech Cement,Construction,37.38,3.39,0.00,3.39
Whirlpool,Cons Durable,65.40,2.95,1.85,2.95
Muthoot Capital Services,Financial,10.92,4.85,2.69,2.80
Reliance Industries,Energy,22.00,2.70,0.00,2.70
Indusind Bank,Financial,22.97,2.70,0.00,2.70
BEML,Engineering,51.80,2.63,0.00,2.63
GNFC,Chemicals,5.54,4.58,2.34,2.49
Blue Star,Cons Durable,45.19,2.42,1.74,2.42
GSFC,Chemicals,10.19,3.14,2.37,2.37
Eris Lifesciences,Healthcare,19.18,3.30,0.00,2.29
Gujarat Alkalies & Chem,Chemicals,5.21,2.46,0.00,2.24
Nath Bio Genes (India),FMCG,13.63,2.68,2.10,2.22
Deepak Nitrite,Chemicals,12.41,3.34,0.00,2.01
VRL Logistics,Services,25.41,2.24,0.00,1.94
Chambal Fertilisers & Chem.,Chemicals,11.32,1.97,0.00,1.85
NCC,Construction,6.45,3.06,0.00,1.83
VIP Industries,Chemicals,57.33,1.75,0.00,1.73
ICICI Bank,Financial,58.12,4.33,0.00,1.69
Tamil Nadu Newsprint,FMCG,9.16,2.08,1.30,1.67
41. Aditya Birla Sun Life Resurgent India Fund - Series 7 - Regular Plan
Dabur India,FMCG,55.52,7.53,4.40,7.12
Reliance Industries,Energy,22.00,5.16,0.00,5.16
Hindustan Unilever,FMCG,71.66,4.36,0.00,4.36
VIP Industries,Chemicals,57.33,4.13,0.00,4.07
MRF,Automobile,24.95,3.98,2.40,3.98
Colgate-Palmolive,FMCG,51.97,4.54,2.75,3.94
ICICI Bank,Financial,58.12,4.87,0.00,3.86
Asian Paints,Chemicals,65.46,7.28,1.70,3.84
Finolex Industries,Chemicals,23.43,3.74,2.75,3.74
Ultratech Cement,Construction,37.38,3.18,0.00,3.18
Whirlpool,Cons Durable,65.40,2.96,1.86,2.96
Indusind Bank,Financial,22.97,2.90,0.00,2.90
SRF,Diversified,23.96,4.08,0.00,2.88
Gujarat Alkalies & Chem,Chemicals,5.21,3.02,2.20,2.46
Marico,FMCG,39.73,2.48,0.00,2.37
Engineers India,Construction,18.80,2.33,0.00,2.33
NCC,Construction,6.45,3.26,0.00,2.30
Chambal Fertilisers & Chem.,Chemicals,11.32,2.34,0.00,2.20
Sadbhav Engineering,Construction,14.26,3.51,0.00,2.13
Eris Lifesciences,Healthcare,19.18,3.09,0.00,2.13
GNFC,Chemicals,5.54,3.90,1.98,2.12
HDFC,Financial,34.52,2.07,0.00,2.07
BEML,Engineering,51.80,2.06,0.00,2.06
LIC Housing Fin.,Financial,8.06,1.97,0.00,1.97
Deepak Nitrite,Chemicals,12.41,3.92,1.81,1.86
42. Aditya Birla Sun Life Retirement Fund - The 30s Plan - Regular Plan
Honeywell Automation,Engineering,62.19,9.00,6.33,9.00
Reliance Industries,Energy,22.00,8.58,7.42,8.58
HDFC,Financial,34.52,7.27,4.73,7.27
Gillette,FMCG,102.45,7.38,5.82,6.38
Pfizer,Healthcare,36.06,5.79,4.96,5.79
Kotak Mahindra Bank,Financial,36.71,4.60,3.37,4.60
Glaxosmithkline Pharma,Healthcare,33.25,4.38,3.69,4.38
Bayer CropScience,Healthcare,111.69,5.30,4.28,4.35
Larsen & Toubro,Construction,21.55,4.32,3.72,4.32
IDFC First Bank,Financial,0.00,3.22,2.25,2.68
Thomas Cook (India),Services,132.63,4.53,2.60,2.60
Shopper's Stop,Services,63.32,2.95,2.21,2.47
Kansai Nerolac Paints,Chemicals,52.99,2.45,1.28,2.45
Johnson Controls - Hitachi Air Conditioning India,Cons Durable,58.54,2.62,2.03,2.45
HDFC Bank,Financial,29.03,2.50,1.73,2.19
Sundaram-Clayton,Automobile,40.17,2.79,1.80,2.15
ICICI Bank,Financial,58.12,1.87,1.17,1.67
Bata India,FMCG,64.35,1.62,1.23,1.62
Biocon,Healthcare,34.64,2.02,1.46,1.53
Shree Cement,Construction,53.83,2.00,1.52,1.52
MRF,Automobile,24.95,1.53,0.94,1.49
Bharat Bijlee,Engineering,12.08,1.71,0.00,1.44
P&G Hygiene & Health Care,FMCG,93.87,1.35,0.71,1.35
Century Textiles & Inds.,Diversified,9.51,1.49,1.29,1.31
Axis Bank,Financial,47.47,1.29,0.95,1.14
43. Aditya Birla Sun Life Retirement Fund - The 40s Plan - Regular Plan
Honeywell Automation,Engineering,62.19,6.95,4.72,6.95
Reliance Industries,Energy,22.00,6.44,5.65,6.44
HDFC,Financial,34.52,5.45,3.83,5.45
Gillette,FMCG,102.45,5.49,4.34,5.15
Pfizer,Healthcare,36.06,4.46,3.44,4.46
Kotak Mahindra Bank,Financial,36.71,3.63,2.51,3.63
Glaxosmithkline Pharma,Healthcare,33.25,3.38,2.66,3.38
Larsen & Toubro,Construction,21.55,3.28,2.72,3.26
Bayer CropScience,Healthcare,111.69,3.95,3.06,3.20
Thomas Cook (India),Services,132.63,3.40,1.92,2.00
Johnson Controls - Hitachi Air Conditioning India,Cons Durable,58.54,1.95,1.58,1.92
Shopper's Stop,Services,63.32,2.21,1.68,1.90
IDFC First Bank,Financial,0.00,2.22,1.82,1.87
Kansai Nerolac Paints,Chemicals,52.99,1.87,1.01,1.87
HDFC Bank,Financial,29.03,1.90,1.29,1.58
Sundaram-Clayton,Automobile,40.17,2.08,1.22,1.53
Bata India,FMCG,64.35,1.29,0.89,1.29
ICICI Bank,Financial,58.12,1.31,0.95,1.18
Biocon,Healthcare,34.64,1.51,1.04,1.17
Shree Cement,Construction,53.83,1.52,1.09,1.09
P&G Hygiene & Health Care,FMCG,93.87,1.07,0.57,1.07
MRF,Automobile,24.95,1.08,0.76,1.05
Bharat Bijlee,Engineering,12.08,1.27,0.00,1.01
Century Textiles & Inds.,Diversified,9.51,1.14,0.99,0.99
Axis Bank,Financial,47.47,0.96,0.77,0.86
44. Aditya Birla Sun Life Retirement Fund - The 50s Plan - Regular Plan
45. Aditya Birla Sun Life Sensex ETF
HDFC Bank,Financial,29.03,13.30,2.46,13.30
Reliance Industries,Energy,22.00,11.32,1.58,10.87
HDFC,Financial,34.52,9.78,2.39,8.61
Infosys,Technology,18.90,8.25,5.08,7.71
ICICI Bank,Financial,58.12,7.09,3.90,7.00
ITC,FMCG,23.12,9.25,1.47,5.57
Tata Consultancy Services,Technology,25.50,6.16,0.70,5.53
Kotak Mahindra Bank,Financial,36.71,4.89,0.00,4.89
Larsen & Toubro,Construction,21.55,5.20,2.48,4.61
Hindustan Unilever,FMCG,71.66,5.00,2.34,3.54
Axis Bank,Financial,47.47,3.84,2.85,3.03
State Bank of India,Financial,27.65,3.41,0.44,2.53
Bajaj Finance,Financial,47.80,2.41,0.00,2.41
Maruti Suzuki India,Automobile,37.85,3.81,1.84,2.22
Indusind Bank,Financial,22.97,3.33,0.00,2.03
Asian Paints,Chemicals,65.46,6.36,1.50,1.98
Bharti Airtel,Communication,0.00,7.12,1.09,1.55
HCL Technologies,Technology,15.46,1.66,0.00,1.47
Mahindra & Mahindra,Automobile,12.44,5.89,1.28,1.28
Power Grid Corporation,Energy,6.74,4.77,1.09,1.17
Tech Mahindra,Technology,16.84,1.10,0.00,1.09
Sun Pharmaceutical Inds.,Healthcare,34.46,3.60,1.08,1.08
NTPC,Energy,10.22,1.40,0.17,1.06
Bajaj Auto,Automobile,18.11,1.52,0.43,1.02
ONGC,Energy,6.85,5.04,0.86,0.90
46. Aditya Birla Sun Life Small Cap Fund
Aditya Birla SL Overnight Fund Direct-G,-,-,-,-,8.94
DCB Bank,Financial,15.96,4.71,0.00,3.32
KEC International,Engineering,14.03,3.69,2.00,3.30
Deepak Nitrite,Chemicals,12.41,3.39,0.00,3.21
INOX Leisure,Services,26.90,2.96,1.24,2.96
Cholamandalam Financial Holdings,Financial,132.38,2.96,0.00,2.96
PNC Infratech,Services,13.54,3.91,1.89,2.88
Satin Creditcare Network,Financial,5.49,2.83,0.00,2.83
Federal Bank,Financial,11.30,2.99,0.00,2.42
Mahindra CIE Automotive,Metals,0.00,3.07,1.25,2.33
Tata Metaliks,Metals,11.57,2.45,0.00,2.16
TeamLease Services,Services,52.08,2.09,0.00,2.09
Equitas Holdings,Financial,331.95,2.52,0.00,2.09
Ipca Laboratories,Healthcare,24.78,2.27,0.00,2.02
Jyothy Labs,FMCG,31.11,2.67,1.43,1.99
Gujarat State Petronet,Energy,14.06,3.25,0.00,1.94
V-Guard Industries,Cons Durable,57.93,2.71,1.10,1.91
BEML,Engineering,51.80,1.93,0.00,1.81
Security and Intelligence Services,Services,23.61,2.41,0.00,1.81
Tube Investments Of India,Automobile,28.06,2.64,0.00,1.72
Johnson Controls - Hitachi Air Conditioning India,Cons Durable,58.54,2.94,0.00,1.71
Welspun India,Textiles,17.69,2.28,0.00,1.69
Bajaj Electricals,Cons Durable,26.80,2.23,0.00,1.64
Cyient,Technology,9.81,2.91,1.55,1.61
Cadila Healthcare,Healthcare,15.45,1.56,0.00,1.56
47. Aditya Birla Sun Life Tax Plan
Honeywell Automation,Engineering,62.19,9.21,4.54,9.21
Reliance Industries,Energy,22.00,8.49,2.24,8.49
Gillette,FMCG,102.45,7.54,3.03,6.73
HDFC,Financial,34.52,6.95,1.51,6.67
Pfizer,Healthcare,36.06,6.49,2.51,5.60
Kotak Mahindra Bank,Financial,36.71,4.72,2.76,4.72
Glaxosmithkline Pharma,Healthcare,33.25,5.76,2.44,4.32
Bayer CropScience,Healthcare,111.69,6.35,4.19,4.19
Larsen & Toubro,Construction,21.55,4.76,1.07,4.13
HDFC Bank,Financial,29.03,2.80,1.54,2.80
IDFC First Bank,Financial,0.00,3.24,0.00,2.62
Thomas Cook (India),Services,132.63,5.04,2.53,2.53
Kansai Nerolac Paints,Chemicals,52.99,2.50,0.86,2.50
Johnson Controls - Hitachi Air Conditioning India,Cons Durable,58.54,5.12,2.43,2.43
Shopper's Stop,Services,63.32,3.72,1.88,2.34
Shree Cement,Construction,53.83,2.40,1.19,2.17
Sundaram-Clayton,Automobile,40.17,10.17,1.84,1.96
ICICI Bank,Financial,58.12,1.98,1.16,1.85
Tata Consultancy Services,Technology,25.50,1.99,1.05,1.77
Bata India,FMCG,64.35,1.73,0.89,1.73
Biocon,Healthcare,34.64,3.54,1.64,1.64
ICRA,Financial,28.98,4.04,1.47,1.60
MRF,Automobile,24.95,3.66,1.21,1.58
Indusind Bank,Financial,22.97,2.35,1.16,1.44
Bosch,Automobile,31.18,3.21,1.42,1.42
48. Aditya Birla Sun Life Tax Relief 96
Honeywell Automation,Engineering,62.19,8.83,4.56,8.83
Reliance Industries,Energy,22.00,8.78,2.33,8.78
HDFC,Financial,34.52,7.10,1.50,7.10
Gillette,FMCG,102.45,7.48,3.01,6.82
Pfizer,Healthcare,36.06,6.45,2.50,5.96
Kotak Mahindra Bank,Financial,36.71,4.73,2.73,4.73
Glaxosmithkline Pharma,Healthcare,33.25,5.60,2.37,4.62
Bayer CropScience,Healthcare,111.69,6.22,4.28,4.45
Larsen & Toubro,Construction,21.55,4.50,1.06,4.35
IDFC First Bank,Financial,0.00,3.17,0.00,2.75
Thomas Cook (India),Services,132.63,5.05,2.68,2.68
Kansai Nerolac Paints,Chemicals,52.99,2.63,0.90,2.63
HDFC Bank,Financial,29.03,2.64,1.38,2.57
Johnson Controls - Hitachi Air Conditioning India,Cons Durable,58.54,5.19,2.38,2.57
Shopper's Stop,Services,63.32,3.75,1.91,2.56
Sundaram-Clayton,Automobile,40.17,9.79,1.81,1.98
Shree Cement,Construction,53.83,2.20,1.11,1.78
ICICI Bank,Financial,58.12,2.11,1.12,1.75
Bata India,FMCG,64.35,1.70,0.89,1.70
Biocon,Healthcare,34.64,3.49,1.61,1.61
MRF,Automobile,24.95,3.46,1.13,1.47
P&G Hygiene & Health Care,FMCG,93.87,1.38,0.83,1.38
Century Textiles & Inds.,Diversified,9.51,2.14,0.72,1.34
ICRA,Financial,28.98,4.03,1.34,1.34
Tata Consultancy Services,Technology,25.50,2.09,1.04,1.32
