Company,Sector,PE,3Y High,3Y Low,% Assets
1. HDFC Small Cap Fund - Direct Plan
DLF,Construction,27.76,0.76,0.00,0.66
Nilkamal,Chemicals,16.60,1.09,0.00,0.60
Kotak Mahindra Bank,Financial,37.66,0.56,0.00,0.56
Vedanta,Metals,7.91,0.87,0.00,0.54
Dalmia Bharat,Construction,36.39,0.97,0.00,0.53
MRF,Automobile,24.57,1.01,0.32,0.51
Somany Ceramics,Construction,18.02,0.97,0.44,0.44
NCL Industries,Construction,5.83,1.02,0.24,0.24
32. HSBC Regular Savings Fund - Direct Plan
ICICI Bank,Financial,54.91,3.96,1.65,3.42
HDFC Bank,Financial,29.06,2.91,2.03,2.84
Axis Bank,Financial,45.64,1.61,0.00,1.61
Larsen & Toubro,Construction,21.90,1.25,0.00,1.25
Reliance Industries,Energy,21.20,1.25,0.00,1.25
Maruti Suzuki India,Automobile,32.03,1.40,0.88,1.21
ACC,Construction,15.67,1.13,0.00,1.13
Crompton Greaves Consumer Electricals,Cons Durable,39.54,1.01,0.52,1.01
Sun Pharmaceutical Inds.,Healthcare,32.00,1.02,0.33,0.89
Infosys,Technology,17.88,1.20,0.51,0.87
Federal Bank,Financial,11.02,0.95,0.43,0.83
GSK Consumer Healthcare,FMCG,36.79,0.99,0.00,0.80
Torrent Pharmaceuticals,Healthcare,58.21,0.80,0.00,0.78
Apollo Hospitals,Healthcare,65.82,0.86,0.00,0.72
Bharti Airtel,Communication,0.00,1.19,0.00,0.71
Heritage Foods,FMCG,18.26,0.83,0.41,0.68
Finolex Cables,Engineering,17.19,0.79,0.00,0.66
DLF,Construction,27.76,0.76,0.00,0.66
Nilkamal,Chemicals,16.60,1.09,0.00,0.60
Kotak Mahindra Bank,Financial,37.66,0.56,0.00,0.56
Vedanta,Metals,7.91,0.87,0.00,0.54
Dalmia Bharat,Construction,36.39,0.97,0.00,0.53
MRF,Automobile,24.57,1.01,0.32,0.51
Somany Ceramics,Construction,18.02,0.97,0.44,0.44
NCL Industries,Construction,5.83,1.02,0.24,0.24
33. HSBC Small Cap Equity Fund
Vinati Organics,Chemicals,36.66,6.07,2.52,3.42
Kei Industries,Engineering,21.85,3.15,0.00,3.15
DCB Bank,Financial,15.89,3.48,0.00,3.11
City Union Bank,Financial,21.80,2.85,0.00,2.85
Amber Enterprises,Cons Durable,26.38,2.76,0.00,2.76
Orient Electric,Engineering,50.49,2.88,0.00,2.64
Dixon Technologies,Engineering,46.36,2.83,0.00,2.63
Crompton Greaves Consumer Electricals,Cons Durable,39.54,2.54,0.00,2.54
Kajaria Ceramics,Construction,37.82,2.65,0.00,2.54
JK Lakshmi Cement,Construction,32.22,2.75,0.00,2.42
Aarti Industries,Chemicals,28.57,2.49,0.00,2.32
Century Plyboards (India),FMCG,23.03,2.31,0.00,2.31
EIH,Services,104.68,2.13,0.00,2.12
Deccan Cements,Construction,8.49,3.94,2.06,2.06
Chalet Hotel,Services,0.00,2.16,0.00,2.06
JB Chemicals & Pharma,Healthcare,14.54,2.32,0.00,2.04
APL Apollo Tubes,Metals,21.91,2.09,0.00,1.97
Federal Bank,Financial,11.02,2.18,0.00,1.96
Cera Sanitaryware,Construction,29.45,2.00,0.00,1.93
INOX Leisure,Services,29.58,1.92,0.00,1.92
CCL Products (I),FMCG,20.32,5.52,1.42,1.91
Can Fin Homes,Financial,17.23,1.82,0.00,1.82
Srikalahasthi Pipes,Metals,6.12,3.96,0.00,1.77
Nilkamal,Chemicals,16.60,1.75,0.00,1.75
Finolex Cables,Engineering,17.19,1.77,0.00,1.69
34. HSBC Small Cap Equity Fund - Direct Plan
Vinati Organics,Chemicals,36.66,6.07,2.52,3.42
Kei Industries,Engineering,21.85,3.15,0.00,3.15
DCB Bank,Financial,15.89,3.48,0.00,3.11
City Union Bank,Financial,21.80,2.85,0.00,2.85
Amber Enterprises,Cons Durable,26.38,2.76,0.00,2.76
Orient Electric,Engineering,50.49,2.88,0.00,2.64
Dixon Technologies,Engineering,46.36,2.83,0.00,2.63
Crompton Greaves Consumer Electricals,Cons Durable,39.54,2.54,0.00,2.54
Kajaria Ceramics,Construction,37.82,2.65,0.00,2.54
JK Lakshmi Cement,Construction,32.22,2.75,0.00,2.42
Aarti Industries,Chemicals,28.57,2.49,0.00,2.32
Century Plyboards (India),FMCG,23.03,2.31,0.00,2.31
EIH,Services,104.68,2.13,0.00,2.12
Deccan Cements,Construction,8.49,3.94,2.06,2.06
Chalet Hotel,Services,0.00,2.16,0.00,2.06
JB Chemicals & Pharma,Healthcare,14.54,2.32,0.00,2.04
APL Apollo Tubes,Metals,21.91,2.09,0.00,1.97
Federal Bank,Financial,11.02,2.18,0.00,1.96
Cera Sanitaryware,Construction,29.45,2.00,0.00,1.93
INOX Leisure,Services,29.58,1.92,0.00,1.92
CCL Products (I),FMCG,20.32,5.52,1.42,1.91
Can Fin Homes,Financial,17.23,1.82,0.00,1.82
Srikalahasthi Pipes,Metals,6.12,3.96,0.00,1.77
Nilkamal,Chemicals,16.60,1.75,0.00,1.75
Finolex Cables,Engineering,17.19,1.77,0.00,1.69
35. HSBC Tax Saver Equity Fund
HDFC Bank,Financial,29.06,10.50,8.24,9.88
ICICI Bank,Financial,54.91,10.00,5.81,9.68
Axis Bank,Financial,45.64,8.39,0.00,7.41
Kotak Mahindra Bank,Financial,37.66,6.51,0.00,6.51
Larsen & Toubro,Construction,21.90,4.92,0.00,4.86
Infosys,Technology,17.88,5.68,2.86,4.58
Maruti Suzuki India,Automobile,32.03,6.36,3.20,3.80
Reliance Industries,Energy,21.20,3.69,1.43,3.69
ACC,Construction,15.67,3.30,0.00,3.29
Federal Bank,Financial,11.02,3.48,1.99,2.87
DLF,Construction,27.76,3.04,0.00,2.57
Torrent Pharmaceuticals,Healthcare,58.21,4.10,0.00,2.53
GSK Consumer Healthcare,FMCG,36.79,3.51,0.00,2.36
MRF,Automobile,24.57,2.96,1.13,2.23
Crompton Greaves Consumer Electricals,Cons Durable,39.54,2.64,1.38,2.16
Bharti Airtel,Communication,0.00,3.43,0.00,2.02
Vedanta,Metals,7.91,4.44,0.00,2.01
AU Small Finance Bank,Financial,34.98,2.11,0.00,1.98
SBI Life Insurance Company,Financial,81.79,2.02,0.00,1.95
Bharat Electronics,Engineering,14.22,1.93,0.00,1.93
Apollo Hospitals,Healthcare,65.82,2.86,0.00,1.84
Indian Hotels,Services,65.94,2.28,0.00,1.79
United Breweries,FMCG,69.79,1.93,0.00,1.78
Abbott India,Healthcare,47.65,1.77,0.00,1.68
Finolex Cables,Engineering,17.19,2.74,0.00,1.67
36. HSBC Tax Saver Equity Fund - Direct Plan
HDFC Bank,Financial,29.06,10.50,8.24,9.88
ICICI Bank,Financial,54.91,10.00,5.81,9.68
Axis Bank,Financial,45.64,8.39,0.00,7.41
Kotak Mahindra Bank,Financial,37.66,6.51,0.00,6.51
Larsen & Toubro,Construction,21.90,4.92,0.00,4.86
Infosys,Technology,17.88,5.68,2.86,4.58
Maruti Suzuki India,Automobile,32.03,6.36,3.20,3.80
Reliance Industries,Energy,21.20,3.69,1.43,3.69
ACC,Construction,15.67,3.30,0.00,3.29
Federal Bank,Financial,11.02,3.48,1.99,2.87
DLF,Construction,27.76,3.04,0.00,2.57
Torrent Pharmaceuticals,Healthcare,58.21,4.10,0.00,2.53
GSK Consumer Healthcare,FMCG,36.79,3.51,0.00,2.36
MRF,Automobile,24.57,2.96,1.13,2.23
Crompton Greaves Consumer Electricals,Cons Durable,39.54,2.64,1.38,2.16
Bharti Airtel,Communication,0.00,3.43,0.00,2.02
Vedanta,Metals,7.91,4.44,0.00,2.01
AU Small Finance Bank,Financial,34.98,2.11,0.00,1.98
SBI Life Insurance Company,Financial,81.79,2.02,0.00,1.95
Bharat Electronics,Engineering,14.22,1.93,0.00,1.93
Apollo Hospitals,Healthcare,65.82,2.86,0.00,1.84
Indian Hotels,Services,65.94,2.28,0.00,1.79
United Breweries,FMCG,69.79,1.93,0.00,1.78
Abbott India,Healthcare,47.65,1.77,0.00,1.68
Finolex Cables,Engineering,17.19,2.74,0.00,1.67
37. ICICI Prudential Asset Allocator Fund
ICICI Pru Large & Mid Cap Direct-G,-,-,-,-,23.57
ICICI Pru Bluechip Direct-G,-,-,-,-,21.69
ICICI Pru Floating Interest Direct-G,-,-,-,-,21.25
ICICI Pru Money Market Direct-G,-,-,-,-,17.25
ICICI Pru All Seasons Bond Direct-G,-,-,-,-,15.94
38. ICICI Prudential Asset Allocator Fund - Direct Plan
ICICI Pru Large & Mid Cap Direct-G,-,-,-,-,23.57
ICICI Pru Bluechip Direct-G,-,-,-,-,21.69
ICICI Pru Floating Interest Direct-G,-,-,-,-,21.25
ICICI Pru Money Market Direct-G,-,-,-,-,17.25
ICICI Pru All Seasons Bond Direct-G,-,-,-,-,15.94
39. ICICI Prudential Balanced Advantage Fund
HDFC Bank,Financial,29.06,5.27,2.88,3.99
HDFC,Financial,34.48,4.42,0.77,3.69
Reliance Industries,Energy,21.20,3.26,0.24,3.26
Infosys,Technology,17.88,3.63,1.68,2.79
Kotak Mahindra Bank,Financial,37.66,3.15,0.32,2.77
ICICI Bank,Financial,54.91,2.87,1.39,2.74
Axis Bank,Financial,45.64,3.22,1.19,2.42
Larsen & Toubro,Construction,21.90,2.52,1.00,2.34
ITC,FMCG,24.04,2.54,0.84,2.24
State Bank of India,Financial,30.54,2.26,0.58,1.81
Tata Consultancy Services,Technology,23.99,1.97,0.00,1.70
NTPC,Energy,10.16,2.05,0.96,1.69
HCL Technologies,Technology,14.95,2.22,1.45,1.64
Motherson Sumi Systems,Automobile,22.33,3.02,1.36,1.58
Bharti Airtel,Communication,0.00,1.51,0.81,1.51
Tech Mahindra,Technology,16.17,2.04,1.28,1.51
Hindustan Unilever,FMCG,69.38,2.62,0.81,1.46
Asian Paints,Chemicals,65.80,1.46,0.00,1.39
TVS Motor Co.,Automobile,31.09,1.40,0.39,1.27
Bajaj Finserv,Financial,34.74,2.64,0.90,1.26
Britannia Inds.,FMCG,68.60,1.88,0.83,1.26
Maruti Suzuki India,Automobile,32.03,2.24,0.78,1.22
Sun Pharmaceutical Inds.,Healthcare,32.00,1.44,0.83,1.08
PVR,Services,52.58,1.09,0.14,1.03
Eicher Motors,Automobile,26.93,1.27,0.00,0.91
40. ICICI Prudential Balanced Advantage Fund - Direct Plan
HDFC Bank,Financial,29.06,5.27,2.88,3.99
HDFC,Financial,34.48,4.42,0.77,3.69
Reliance Industries,Energy,21.20,3.26,0.24,3.26
Infosys,Technology,17.88,3.63,1.68,2.79
Kotak Mahindra Bank,Financial,37.66,3.15,0.32,2.77
ICICI Bank,Financial,54.91,2.87,1.39,2.74
Axis Bank,Financial,45.64,3.22,1.19,2.42
Larsen & Toubro,Construction,21.90,2.52,1.00,2.34
ITC,FMCG,24.04,2.54,0.84,2.24
State Bank of India,Financial,30.54,2.26,0.58,1.81
Tata Consultancy Services,Technology,23.99,1.97,0.00,1.70
NTPC,Energy,10.16,2.05,0.96,1.69
HCL Technologies,Technology,14.95,2.22,1.45,1.64
Motherson Sumi Systems,Automobile,22.33,3.02,1.36,1.58
Bharti Airtel,Communication,0.00,1.51,0.81,1.51
Tech Mahindra,Technology,16.17,2.04,1.28,1.51
Hindustan Unilever,FMCG,69.38,2.62,0.81,1.46
Asian Paints,Chemicals,65.80,1.46,0.00,1.39
TVS Motor Co.,Automobile,31.09,1.40,0.39,1.27
Bajaj Finserv,Financial,34.74,2.64,0.90,1.26
Britannia Inds.,FMCG,68.60,1.88,0.83,1.26
Maruti Suzuki India,Automobile,32.03,2.24,0.78,1.22
Sun Pharmaceutical Inds.,Healthcare,32.00,1.44,0.83,1.08
PVR,Services,52.58,1.09,0.14,1.03
Eicher Motors,Automobile,26.93,1.27,0.00,0.91
41. ICICI Prudential Bank ETF
HDFC Bank,Financial,29.06,32.99,31.40,31.40
ICICI Bank,Financial,54.91,19.38,18.80,18.80
Kotak Mahindra Bank,Financial,37.66,14.76,14.03,14.76
Axis Bank,Financial,45.64,12.33,11.53,12.33
State Bank of India,Financial,30.54,10.67,9.27,9.27
Indusind Bank,Financial,22.11,7.44,6.39,7.44
Federal Bank,Financial,11.02,1.60,1.46,1.60
RBL Bank,Financial,13.69,1.40,1.20,1.22
Bank of Baroda,Financial,57.41,1.07,0.98,0.99
Yes Bank,Financial,23.07,1.42,0.77,0.77
IDFC First Bank,Financial,0.00,0.72,0.66,0.67
Punjab National Bank,Financial,0.00,0.61,0.59,0.59
42. ICICI Prudential Banking and Financial Services Fund
ICICI Bank,Financial,54.91,14.04,6.66,13.84
HDFC Bank,Financial,29.06,14.84,5.41,9.31
State Bank of India,Financial,30.54,10.32,5.80,7.88
Bank of Baroda,Financial,57.41,7.24,0.00,6.84
Bajaj Finserv,Financial,34.74,6.12,2.28,6.12
Axis Bank,Financial,45.64,5.45,0.00,5.13
Federal Bank,Financial,11.02,5.49,2.26,4.15
M&M Financial Services,Financial,17.17,4.57,0.00,3.47
ICICI Prudential Life Insurance Co. Ltd.,Financial,60.76,3.09,0.00,3.09
Muthoot Finance,Financial,13.75,3.59,1.96,3.04
SBI Life Insurance Company,Financial,81.79,4.55,0.00,2.65
Cholamandalam Financial Holdings,Financial,129.97,2.55,0.00,2.55
CreditAccess Grameen,Financial,26.42,2.48,0.00,2.48
LIC Housing Fin.,Financial,7.07,3.47,0.59,2.26
Equitas Holdings,Financial,348.17,2.89,1.67,2.07
General Insurance Corporation of India,Financial,29.66,1.98,0.00,1.98
Karur Vysya Bank,Financial,18.87,3.10,0.00,1.88
ICICI Lombard General Insurance,Financial,55.35,2.36,0.00,1.71
Max Financial Services,Financial,78.05,2.47,0.00,1.67
DCB Bank,Financial,15.89,3.28,0.91,1.67
Sundaram Finance,Financial,15.98,2.10,1.42,1.62
ICICI Securities,Financial,20.75,1.56,0.00,1.54
South Indian Bank,Financial,6.05,3.12,1.22,1.34
Karnataka Bank,Financial,4.25,2.31,0.00,1.30
Union Bank of India,Financial,0.00,3.61,0.00,1.15
43. ICICI Prudential Banking and Financial Services Fund - Direct Plan
ICICI Bank,Financial,54.91,14.04,6.66,13.84
HDFC Bank,Financial,29.06,14.84,5.41,9.31
State Bank of India,Financial,30.54,10.32,5.80,7.88
Bank of Baroda,Financial,57.41,7.24,0.00,6.84
Bajaj Finserv,Financial,34.74,6.12,2.28,6.12
Axis Bank,Financial,45.64,5.45,0.00,5.13
Federal Bank,Financial,11.02,5.49,2.26,4.15
M&M Financial Services,Financial,17.17,4.57,0.00,3.47
ICICI Prudential Life Insurance Co. Ltd.,Financial,60.76,3.09,0.00,3.09
Muthoot Finance,Financial,13.75,3.59,1.96,3.04
SBI Life Insurance Company,Financial,81.79,4.55,0.00,2.65
Cholamandalam Financial Holdings,Financial,129.97,2.55,0.00,2.55
CreditAccess Grameen,Financial,26.42,2.48,0.00,2.48
LIC Housing Fin.,Financial,7.07,3.47,0.59,2.26
Equitas Holdings,Financial,348.17,2.89,1.67,2.07
General Insurance Corporation of India,Financial,29.66,1.98,0.00,1.98
Karur Vysya Bank,Financial,18.87,3.10,0.00,1.88
ICICI Lombard General Insurance,Financial,55.35,2.36,0.00,1.71
Max Financial Services,Financial,78.05,2.47,0.00,1.67
DCB Bank,Financial,15.89,3.28,0.91,1.67
Sundaram Finance,Financial,15.98,2.10,1.42,1.62
ICICI Securities,Financial,20.75,1.56,0.00,1.54
South Indian Bank,Financial,6.05,3.12,1.22,1.34
Karnataka Bank,Financial,4.25,2.31,0.00,1.30
Union Bank of India,Financial,0.00,3.61,0.00,1.15
44. ICICI Prudential BHARAT 22 FOF
BHARAT 22 ETF-G,-,-,-,-,99.95
45. ICICI Prudential BHARAT 22 FOF - Direct Plan
BHARAT 22 ETF-G,-,-,-,-,99.95
46. ICICI Prudential Bharat Consumption Fund
Hindustan Unilever,FMCG,69.38,10.82,3.03,10.82
Asian Paints,Chemicals,65.80,9.94,3.05,9.94
Maruti Suzuki India,Automobile,32.03,8.67,5.00,8.67
ITC,FMCG,24.04,6.35,5.47,6.35
Titan Company,Cons Durable,83.85,9.41,2.43,6.03
TVS Motor Co.,Automobile,31.09,6.03,5.03,5.89
Britannia Inds.,FMCG,68.60,5.53,2.86,5.53
Motherson Sumi Systems,Automobile,22.33,5.03,1.83,4.59
United Breweries,FMCG,69.79,4.62,2.99,4.28
Trent,Services,129.40,3.96,1.92,3.94
Bharti Airtel,Communication,0.00,3.40,0.84,3.40
Voltas,Cons Durable,47.61,3.20,0.68,3.20
Interglobe Aviation,Services,48.50,2.84,0.02,2.84
PVR,Services,52.58,2.72,0.84,2.72
Mahindra & Mahindra,Automobile,12.56,6.04,2.59,2.63
Indian Hotels,Services,65.94,2.44,0.00,2.44
Avenue Supermarts,Services,104.46,2.14,0.99,2.14
GSK Consumer Healthcare,FMCG,36.79,2.12,0.00,2.12
Bank of Baroda,Financial,57.41,1.93,0.00,1.49
Bajaj Finance,Financial,48.01,1.87,0.00,1.31
Jubilant FoodWorks,Services,63.32,2.43,1.21,1.21
ICICI Bank,Financial,54.91,1.17,0.00,1.16
Havells India,Engineering,55.54,3.02,0.00,1.02
Phoenix Mills,Construction,23.03,0.68,0.00,0.68
VIP Industries,Chemicals,57.80,0.54,0.00,0.54
47. ICICI Prudential Bharat Consumption Fund - Direct Plan
Hindustan Unilever,FMCG,69.38,10.82,3.03,10.82
Asian Paints,Chemicals,65.80,9.94,3.05,9.94
Maruti Suzuki India,Automobile,32.03,8.67,5.00,8.67
ITC,FMCG,24.04,6.35,5.47,6.35
Titan Company,Cons Durable,83.85,9.41,2.43,6.03
TVS Motor Co.,Automobile,31.09,6.03,5.03,5.89
Britannia Inds.,FMCG,68.60,5.53,2.86,5.53
Motherson Sumi Systems,Automobile,22.33,5.03,1.83,4.59
United Breweries,FMCG,69.79,4.62,2.99,4.28
Trent,Services,129.40,3.96,1.92,3.94
Bharti Airtel,Communication,0.00,3.40,0.84,3.40
Voltas,Cons Durable,47.61,3.20,0.68,3.20
Interglobe Aviation,Services,48.50,2.84,0.02,2.84
PVR,Services,52.58,2.72,0.84,2.72
Mahindra & Mahindra,Automobile,12.56,6.04,2.59,2.63
Indian Hotels,Services,65.94,2.44,0.00,2.44
Avenue Supermarts,Services,104.46,2.14,0.99,2.14
GSK Consumer Healthcare,FMCG,36.79,2.12,0.00,2.12
Bank of Baroda,Financial,57.41,1.93,0.00,1.49
Bajaj Finance,Financial,48.01,1.87,0.00,1.31
Jubilant FoodWorks,Services,63.32,2.43,1.21,1.21
ICICI Bank,Financial,54.91,1.17,0.00,1.16
Havells India,Engineering,55.54,3.02,0.00,1.02
Phoenix Mills,Construction,23.03,0.68,0.00,0.68
VIP Industries,Chemicals,57.80,0.54,0.00,0.54
48. ICICI Prudential Bharat Consumption Fund - Series 1
Asian Paints,Chemicals,65.80,8.87,1.62,8.87
ITC,FMCG,24.04,9.28,5.37,8.02
Titan Company,Cons Durable,83.85,8.93,4.77,6.85
Bharti Airtel,Communication,0.00,7.05,4.32,6.64
NTPC,Energy,10.16,7.41,3.67,6.21
Hindustan Unilever,FMCG,69.38,5.52,0.00,5.52
State Bank of India,Financial,30.54,7.16,0.00,5.40
Britannia Inds.,FMCG,68.60,4.90,1.42,4.88
TVS Motor Co.,Automobile,31.09,5.09,3.33,4.73
Motherson Sumi Systems,Automobile,22.33,5.57,3.55,4.36
Marico,FMCG,43.27,3.65,2.40,3.53
Dabur India,FMCG,56.16,4.12,0.00,3.43
Cipla,Healthcare,23.55,4.76,0.71,2.78
Maruti Suzuki India,Automobile,32.03,8.81,1.79,2.59
Voltas,Cons Durable,47.61,2.52,0.00,2.52
Axis Bank,Financial,45.64,1.82,0.00,1.82
Blue Star,Cons Durable,48.13,1.69,0.00,1.69
Eicher Motors,Automobile,26.93,1.95,0.00,1.40
ICICI Bank,Financial,54.91,1.38,0.00,1.38
Dishman Carbogen Amcis,Healthcare,11.88,2.39,0.00,1.35
Nestle India,FMCG,85.62,1.18,0.00,1.18
EIH,Services,104.68,2.85,1.05,1.14
Cadila Healthcare,Healthcare,14.95,1.04,0.00,0.99
Berger Paints India,Chemicals,88.14,0.93,0.00,0.93
Entertainment Network,Services,25.85,1.82,0.90,0.90
49. ICICI Prudential Bharat Consumption Fund - Series 1 - Direct Plan
Asian Paints,Chemicals,65.80,8.87,1.62,8.87
ITC,FMCG,24.04,9.28,5.37,8.02
Titan Company,Cons Durable,83.85,8.93,4.77,6.85
Bharti Airtel,Communication,0.00,7.05,4.32,6.64
NTPC,Energy,10.16,7.41,3.67,6.21
Hindustan Unilever,FMCG,69.38,5.52,0.00,5.52
State Bank of India,Financial,30.54,7.16,0.00,5.40
Britannia Inds.,FMCG,68.60,4.90,1.42,4.88
TVS Motor Co.,Automobile,31.09,5.09,3.33,4.73
Motherson Sumi Systems,Automobile,22.33,5.57,3.55,4.36
Marico,FMCG,43.27,3.65,2.40,3.53
Dabur India,FMCG,56.16,4.12,0.00,3.43
Cipla,Healthcare,23.55,4.76,0.71,2.78
Maruti Suzuki India,Automobile,32.03,8.81,1.79,2.59
Voltas,Cons Durable,47.61,2.52,0.00,2.52
Axis Bank,Financial,45.64,1.82,0.00,1.82
Blue Star,Cons Durable,48.13,1.69,0.00,1.69
Eicher Motors,Automobile,26.93,1.95,0.00,1.40
ICICI Bank,Financial,54.91,1.38,0.00,1.38
Dishman Carbogen Amcis,Healthcare,11.88,2.39,0.00,1.35
Nestle India,FMCG,85.62,1.18,0.00,1.18
EIH,Services,104.68,2.85,1.05,1.14
Cadila Healthcare,Healthcare,14.95,1.04,0.00,0.99
Berger Paints India,Chemicals,88.14,0.93,0.00,0.93
Entertainment Network,Services,25.85,1.82,0.90,0.90
50. ICICI Prudential Bharat Consumption Fund - Series 2
Interglobe Aviation,Services,48.50,10.49,0.00,10.49
Titan Company,Cons Durable,83.85,10.17,7.34,9.61
Bharti Airtel,Communication,0.00,8.85,5.47,8.85
ITC,FMCG,24.04,9.16,5.84,8.26
United Spirits,FMCG,58.01,8.14,5.16,8.14
Sun Pharmaceutical Inds.,Healthcare,32.00,9.08,5.66,5.66
NTPC,Energy,10.16,5.54,0.00,4.69
Amara Raja Batteries,Engineering,22.31,4.52,0.00,4.52
Tata Power,Energy,24.54,5.13,3.75,4.03
Exide Industries,Engineering,17.70,6.30,3.77,4.02
Tata Motors,Automobile,0.00,6.19,3.28,3.28
Tata Global Beverages,FMCG,42.67,3.14,2.16,3.03
Maruti Suzuki India,Automobile,32.03,3.51,2.42,2.95
Mahindra & Mahindra,Automobile,12.56,2.41,0.00,2.02
Spicejet,Services,0.00,3.59,1.69,1.85
Sun TV Network,Services,14.97,1.41,0.00,1.40
Thomas Cook (India),Services,116.25,3.61,1.03,1.03
Vodafone Idea,Communication,0.00,1.80,0.00,0.75
Apollo Tyres,Automobile,18.33,0.37,0.00,0.34
51. ICICI Prudential Bharat Consumption Fund - Series 2 - Direct Plan
Interglobe Aviation,Services,48.50,10.49,0.00,10.49
Titan Company,Cons Durable,83.85,10.17,7.34,9.61
Bharti Airtel,Communication,0.00,8.85,5.47,8.85
ITC,FMCG,24.04,9.16,5.84,8.26
United Spirits,FMCG,58.01,8.14,5.16,8.14
Sun Pharmaceutical Inds.,Healthcare,32.00,9.08,5.66,5.66
NTPC,Energy,10.16,5.54,0.00,4.69
Amara Raja Batteries,Engineering,22.31,4.52,0.00,4.52
Tata Power,Energy,24.54,5.13,3.75,4.03
Exide Industries,Engineering,17.70,6.30,3.77,4.02
Tata Motors,Automobile,0.00,6.19,3.28,3.28
Tata Global Beverages,FMCG,42.67,3.14,2.16,3.03
Maruti Suzuki India,Automobile,32.03,3.51,2.42,2.95
Mahindra & Mahindra,Automobile,12.56,2.41,0.00,2.02
Spicejet,Services,0.00,3.59,1.69,1.85
Sun TV Network,Services,14.97,1.41,0.00,1.40
Thomas Cook (India),Services,116.25,3.61,1.03,1.03
Vodafone Idea,Communication,0.00,1.80,0.00,0.75
Apollo Tyres,Automobile,18.33,0.37,0.00,0.34
52. ICICI Prudential Bharat Consumption Fund - Series 3
Asian Paints,Chemicals,65.80,8.84,0.00,8.84
ITC,FMCG,24.04,9.44,6.49,8.16
Marico,FMCG,43.27,7.42,4.03,7.17
Hindustan Unilever,FMCG,69.38,8.50,5.54,6.30
NTPC,Energy,10.16,7.18,3.26,6.02
Britannia Inds.,FMCG,68.60,9.74,0.00,5.86
State Bank of India,Financial,30.54,7.15,0.00,5.40
Bharti Airtel,Communication,0.00,5.34,3.32,5.34
Titan Company,Cons Durable,83.85,4.60,0.00,4.60
TVS Motor Co.,Automobile,31.09,4.88,3.96,4.54
Motherson Sumi Systems,Automobile,22.33,4.52,3.44,4.34
Dabur India,FMCG,56.16,6.07,0.00,3.74
Cipla,Healthcare,23.55,2.73,0.00,2.73
Maruti Suzuki India,Automobile,32.03,3.07,0.00,2.43
Axis Bank,Financial,45.64,2.18,0.00,2.18
Bajaj Consumer Care,FMCG,15.39,2.92,2.07,2.14
Blue Star,Cons Durable,48.13,1.70,1.23,1.70
Sandhar Technologies,Automobile,16.27,1.97,1.50,1.50
ICICI Bank,Financial,54.91,1.38,0.00,1.38
Dishman Carbogen Amcis,Healthcare,11.88,2.34,0.00,1.32
Nestle India,FMCG,85.62,1.19,0.00,1.19
United Spirits,FMCG,58.01,1.13,0.88,1.12
EIH,Services,104.68,2.21,0.99,1.08
Berger Paints India,Chemicals,88.14,1.04,0.00,1.04
Eicher Motors,Automobile,26.93,2.53,0.00,0.99
53. ICICI Prudential Bharat Consumption Fund - Series 3 - Direct Plan
Asian Paints,Chemicals,65.80,8.84,0.00,8.84
ITC,FMCG,24.04,9.44,6.49,8.16
Marico,FMCG,43.27,7.42,4.03,7.17
Hindustan Unilever,FMCG,69.38,8.50,5.54,6.30
NTPC,Energy,10.16,7.18,3.26,6.02
Britannia Inds.,FMCG,68.60,9.74,0.00,5.86
State Bank of India,Financial,30.54,7.15,0.00,5.40
Bharti Airtel,Communication,0.00,5.34,3.32,5.34
Titan Company,Cons Durable,83.85,4.60,0.00,4.60
TVS Motor Co.,Automobile,31.09,4.88,3.96,4.54
Motherson Sumi Systems,Automobile,22.33,4.52,3.44,4.34
Dabur India,FMCG,56.16,6.07,0.00,3.74
Cipla,Healthcare,23.55,2.73,0.00,2.73
Maruti Suzuki India,Automobile,32.03,3.07,0.00,2.43
Axis Bank,Financial,45.64,2.18,0.00,2.18
Bajaj Consumer Care,FMCG,15.39,2.92,2.07,2.14
Blue Star,Cons Durable,48.13,1.70,1.23,1.70
Sandhar Technologies,Automobile,16.27,1.97,1.50,1.50
ICICI Bank,Financial,54.91,1.38,0.00,1.38
Dishman Carbogen Amcis,Healthcare,11.88,2.34,0.00,1.32
Nestle India,FMCG,85.62,1.19,0.00,1.19
United Spirits,FMCG,58.01,1.13,0.88,1.12
EIH,Services,104.68,2.21,0.99,1.08
Berger Paints India,Chemicals,88.14,1.04,0.00,1.04
Eicher Motors,Automobile,26.93,2.53,0.00,0.99
54. ICICI Prudential Bharat Consumption Fund - Series 4
Asian Paints,Chemicals,65.80,10.29,7.62,10.29
Hindustan Unilever,FMCG,69.38,10.14,7.17,9.83
Maruti Suzuki India,Automobile,32.03,8.92,4.68,8.33
ITC,FMCG,24.04,8.95,6.22,6.22
TVS Motor Co.,Automobile,31.09,8.24,3.53,5.78
Titan Company,Cons Durable,83.85,6.29,0.78,5.70
Britannia Inds.,FMCG,68.60,8.82,4.85,4.94
